statement,label,n1,n2,diff,abs_diff
Eighty-seven is larger than eighty-five.,1,87,85,2,2
Eighty-seven is larger than eighty-six.,1,87,86,1,1
Eighty-seven is larger than eighty-eight.,0,87,88,-1,1
Eighty-seven is larger than eighty-nine.,0,87,89,-2,2
Eighty-seven is larger than ninety-one.,0,87,91,-4,4
Eighty-seven is larger than ninety-two.,0,87,92,-5,5
Eighty-seven is larger than ninety-three.,0,87,93,-6,6
Eighty-seven is larger than ninety-four.,0,87,94,-7,7
Eighty-seven is larger than ninety-five.,0,87,95,-8,8
Eighty-seven is larger than ninety-six.,0,87,96,-9,9
Eighty-seven is larger than ninety-seven.,0,87,97,-10,10
Eighty-seven is larger than ninety-eight.,0,87,98,-11,11
Eighty-seven is larger than ninety-nine.,0,87,99,-12,12
Eighty-eight is larger than fifty-one.,1,88,51,37,37
Eighty-eight is larger than fifty-two.,1,88,52,36,36
Eighty-eight is larger than fifty-three.,1,88,53,35,35
Eighty-eight is larger than fifty-four.,1,88,54,34,34
Eighty-eight is larger than fifty-five.,1,88,55,33,33
Eighty-eight is larger than fifty-six.,1,88,56,32,32
Eighty-eight is larger than fifty-seven.,1,88,57,31,31
Eighty-eight is larger than fifty-eight.,1,88,58,30,30
Eighty-eight is larger than fifty-nine.,1,88,59,29,29
Eighty-eight is larger than sixty-one.,1,88,61,27,27
Eighty-eight is larger than sixty-two.,1,88,62,26,26
Eighty-eight is larger than sixty-three.,1,88,63,25,25
Eighty-eight is larger than sixty-four.,1,88,64,24,24
Eighty-eight is larger than sixty-five.,1,88,65,23,23
Eighty-eight is larger than sixty-six.,1,88,66,22,22
Eighty-eight is larger than sixty-seven.,1,88,67,21,21
Eighty-eight is larger than sixty-eight.,1,88,68,20,20
Eighty-eight is larger than sixty-nine.,1,88,69,19,19
Eighty-eight is larger than seventy-one.,1,88,71,17,17
Eighty-eight is larger than seventy-two.,1,88,72,16,16
Eighty-eight is larger than seventy-three.,1,88,73,15,15
Eighty-eight is larger than seventy-four.,1,88,74,14,14
Eighty-eight is larger than seventy-five.,1,88,75,13,13
Eighty-eight is larger than seventy-six.,1,88,76,12,12
Eighty-eight is larger than seventy-seven.,1,88,77,11,11
Eighty-eight is larger than seventy-eight.,1,88,78,10,10
Eighty-eight is larger than seventy-nine.,1,88,79,9,9
Eighty-eight is larger than eighty-one.,1,88,81,7,7
Eighty-eight is larger than eighty-two.,1,88,82,6,6
Eighty-eight is larger than eighty-three.,1,88,83,5,5
Eighty-eight is larger than eighty-four.,1,88,84,4,4
Eighty-eight is larger than eighty-five.,1,88,85,3,3
Eighty-eight is larger than eighty-six.,1,88,86,2,2
Eighty-eight is larger than eighty-seven.,1,88,87,1,1
Eighty-eight is larger than eighty-nine.,0,88,89,-1,1
Eighty-eight is larger than ninety-one.,0,88,91,-3,3
Eighty-eight is larger than ninety-two.,0,88,92,-4,4
Eighty-eight is larger than ninety-three.,0,88,93,-5,5
Eighty-eight is larger than ninety-four.,0,88,94,-6,6
Eighty-eight is larger than ninety-five.,0,88,95,-7,7
Eighty-eight is larger than ninety-six.,0,88,96,-8,8
Eighty-eight is larger than ninety-seven.,0,88,97,-9,9
Eighty-eight is larger than ninety-eight.,0,88,98,-10,10
Eighty-eight is larger than ninety-nine.,0,88,99,-11,11
Eighty-nine is larger than fifty-one.,1,89,51,38,38
Eighty-nine is larger than fifty-two.,1,89,52,37,37
Eighty-nine is larger than fifty-three.,1,89,53,36,36
Eighty-nine is larger than fifty-four.,1,89,54,35,35
Eighty-nine is larger than fifty-five.,1,89,55,34,34
Eighty-nine is larger than fifty-six.,1,89,56,33,33
Eighty-nine is larger than fifty-seven.,1,89,57,32,32
Eighty-nine is larger than fifty-eight.,1,89,58,31,31
Eighty-nine is larger than fifty-nine.,1,89,59,30,30
Eighty-nine is larger than sixty-one.,1,89,61,28,28
Eighty-nine is larger than sixty-two.,1,89,62,27,27
Eighty-nine is larger than sixty-three.,1,89,63,26,26
Eighty-nine is larger than sixty-four.,1,89,64,25,25
Eighty-nine is larger than sixty-five.,1,89,65,24,24
Eighty-nine is larger than sixty-six.,1,89,66,23,23
Eighty-nine is larger than sixty-seven.,1,89,67,22,22
Eighty-nine is larger than sixty-eight.,1,89,68,21,21
Eighty-nine is larger than sixty-nine.,1,89,69,20,20
Eighty-nine is larger than seventy-one.,1,89,71,18,18
Eighty-nine is larger than seventy-two.,1,89,72,17,17
Eighty-nine is larger than seventy-three.,1,89,73,16,16
Eighty-nine is larger than seventy-four.,1,89,74,15,15
Eighty-nine is larger than seventy-five.,1,89,75,14,14
Eighty-nine is larger than seventy-six.,1,89,76,13,13
Eighty-nine is larger than seventy-seven.,1,89,77,12,12
Eighty-nine is larger than seventy-eight.,1,89,78,11,11
Eighty-nine is larger than seventy-nine.,1,89,79,10,10
Eighty-nine is larger than eighty-one.,1,89,81,8,8
Eighty-nine is larger than eighty-two.,1,89,82,7,7
Eighty-nine is larger than eighty-three.,1,89,83,6,6
Eighty-nine is larger than eighty-four.,1,89,84,5,5
Eighty-nine is larger than eighty-five.,1,89,85,4,4
Eighty-nine is larger than eighty-six.,1,89,86,3,3
Eighty-nine is larger than eighty-seven.,1,89,87,2,2
Eighty-nine is larger than eighty-eight.,1,89,88,1,1
Eighty-nine is larger than ninety-one.,0,89,91,-2,2
Eighty-nine is larger than ninety-two.,0,89,92,-3,3
Eighty-nine is larger than ninety-three.,0,89,93,-4,4
Eighty-nine is larger than ninety-four.,0,89,94,-5,5
Eighty-nine is larger than ninety-five.,0,89,95,-6,6
Eighty-nine is larger than ninety-six.,0,89,96,-7,7
Eighty-nine is larger than ninety-seven.,0,89,97,-8,8
Eighty-nine is larger than ninety-eight.,0,89,98,-9,9
Eighty-nine is larger than ninety-nine.,0,89,99,-10,10
Ninety-one is larger than fifty-one.,1,91,51,40,40
Ninety-one is larger than fifty-two.,1,91,52,39,39
Ninety-one is larger than fifty-three.,1,91,53,38,38
Ninety-one is larger than fifty-four.,1,91,54,37,37
Ninety-one is larger than fifty-five.,1,91,55,36,36
Ninety-one is larger than fifty-six.,1,91,56,35,35
Ninety-one is larger than fifty-seven.,1,91,57,34,34
Ninety-one is larger than fifty-eight.,1,91,58,33,33
Ninety-one is larger than fifty-nine.,1,91,59,32,32
Ninety-one is larger than sixty-one.,1,91,61,30,30
Ninety-one is larger than sixty-two.,1,91,62,29,29
Ninety-one is larger than sixty-three.,1,91,63,28,28
Ninety-one is larger than sixty-four.,1,91,64,27,27
Ninety-one is larger than sixty-five.,1,91,65,26,26
Ninety-one is larger than sixty-six.,1,91,66,25,25
Ninety-one is larger than sixty-seven.,1,91,67,24,24
Ninety-one is larger than sixty-eight.,1,91,68,23,23
Ninety-one is larger than sixty-nine.,1,91,69,22,22
Ninety-one is larger than seventy-one.,1,91,71,20,20
Ninety-one is larger than seventy-two.,1,91,72,19,19
Ninety-one is larger than seventy-three.,1,91,73,18,18
Ninety-one is larger than seventy-four.,1,91,74,17,17
Ninety-one is larger than seventy-five.,1,91,75,16,16
Ninety-one is larger than seventy-six.,1,91,76,15,15
Ninety-one is larger than seventy-seven.,1,91,77,14,14
Ninety-one is larger than seventy-eight.,1,91,78,13,13
Ninety-one is larger than seventy-nine.,1,91,79,12,12
Ninety-one is larger than eighty-one.,1,91,81,10,10
Ninety-one is larger than eighty-two.,1,91,82,9,9
Ninety-one is larger than eighty-three.,1,91,83,8,8
Ninety-one is larger than eighty-four.,1,91,84,7,7
Ninety-one is larger than eighty-five.,1,91,85,6,6
Ninety-one is larger than eighty-six.,1,91,86,5,5
Ninety-one is larger than eighty-seven.,1,91,87,4,4
Ninety-one is larger than eighty-eight.,1,91,88,3,3
Ninety-one is larger than eighty-nine.,1,91,89,2,2
Ninety-one is larger than ninety-two.,0,91,92,-1,1
Ninety-one is larger than ninety-three.,0,91,93,-2,2
Ninety-one is larger than ninety-four.,0,91,94,-3,3
Ninety-one is larger than ninety-five.,0,91,95,-4,4
Ninety-one is larger than ninety-six.,0,91,96,-5,5
Ninety-one is larger than ninety-seven.,0,91,97,-6,6
Ninety-one is larger than ninety-eight.,0,91,98,-7,7
Ninety-one is larger than ninety-nine.,0,91,99,-8,8
Ninety-two is larger than fifty-one.,1,92,51,41,41
Ninety-two is larger than fifty-two.,1,92,52,40,40
Ninety-two is larger than fifty-three.,1,92,53,39,39
Ninety-two is larger than fifty-four.,1,92,54,38,38
Ninety-two is larger than fifty-five.,1,92,55,37,37
Ninety-two is larger than fifty-six.,1,92,56,36,36
Ninety-two is larger than fifty-seven.,1,92,57,35,35
Ninety-two is larger than fifty-eight.,1,92,58,34,34
Ninety-two is larger than fifty-nine.,1,92,59,33,33
Ninety-two is larger than sixty-one.,1,92,61,31,31
Ninety-two is larger than sixty-two.,1,92,62,30,30
Ninety-two is larger than sixty-three.,1,92,63,29,29
Ninety-two is larger than sixty-four.,1,92,64,28,28
Ninety-two is larger than sixty-five.,1,92,65,27,27
Ninety-two is larger than sixty-six.,1,92,66,26,26
Ninety-two is larger than sixty-seven.,1,92,67,25,25
Ninety-two is larger than sixty-eight.,1,92,68,24,24
Ninety-two is larger than sixty-nine.,1,92,69,23,23
Ninety-two is larger than seventy-one.,1,92,71,21,21
Ninety-two is larger than seventy-two.,1,92,72,20,20
Ninety-two is larger than seventy-three.,1,92,73,19,19
Ninety-two is larger than seventy-four.,1,92,74,18,18
Ninety-two is larger than seventy-five.,1,92,75,17,17
Ninety-two is larger than seventy-six.,1,92,76,16,16
Ninety-two is larger than seventy-seven.,1,92,77,15,15
Ninety-two is larger than seventy-eight.,1,92,78,14,14
Ninety-two is larger than seventy-nine.,1,92,79,13,13
Ninety-two is larger than eighty-one.,1,92,81,11,11
Ninety-two is larger than eighty-two.,1,92,82,10,10
Ninety-two is larger than eighty-three.,1,92,83,9,9
Ninety-two is larger than eighty-four.,1,92,84,8,8
Ninety-two is larger than eighty-five.,1,92,85,7,7
Ninety-two is larger than eighty-six.,1,92,86,6,6
Ninety-two is larger than eighty-seven.,1,92,87,5,5
Ninety-two is larger than eighty-eight.,1,92,88,4,4
Ninety-two is larger than eighty-nine.,1,92,89,3,3
Ninety-two is larger than ninety-one.,1,92,91,1,1
Ninety-two is larger than ninety-three.,0,92,93,-1,1
Ninety-two is larger than ninety-four.,0,92,94,-2,2
Ninety-two is larger than ninety-five.,0,92,95,-3,3
Ninety-two is larger than ninety-six.,0,92,96,-4,4
Ninety-two is larger than ninety-seven.,0,92,97,-5,5
Ninety-two is larger than ninety-eight.,0,92,98,-6,6
Ninety-two is larger than ninety-nine.,0,92,99,-7,7
Ninety-three is larger than fifty-one.,1,93,51,42,42
Ninety-three is larger than fifty-two.,1,93,52,41,41
Ninety-three is larger than fifty-three.,1,93,53,40,40
Ninety-three is larger than fifty-four.,1,93,54,39,39
Ninety-three is larger than fifty-five.,1,93,55,38,38
Ninety-three is larger than fifty-six.,1,93,56,37,37
Ninety-three is larger than fifty-seven.,1,93,57,36,36
Ninety-three is larger than fifty-eight.,1,93,58,35,35
Ninety-three is larger than fifty-nine.,1,93,59,34,34
Ninety-three is larger than sixty-one.,1,93,61,32,32
Ninety-three is larger than sixty-two.,1,93,62,31,31
Ninety-three is larger than sixty-three.,1,93,63,30,30
Ninety-three is larger than sixty-four.,1,93,64,29,29
Ninety-three is larger than sixty-five.,1,93,65,28,28
Ninety-three is larger than sixty-six.,1,93,66,27,27
Ninety-three is larger than sixty-seven.,1,93,67,26,26
Ninety-three is larger than sixty-eight.,1,93,68,25,25
Ninety-three is larger than sixty-nine.,1,93,69,24,24
Ninety-three is larger than seventy-one.,1,93,71,22,22
Ninety-three is larger than seventy-two.,1,93,72,21,21
Ninety-three is larger than seventy-three.,1,93,73,20,20
Ninety-three is larger than seventy-four.,1,93,74,19,19
Ninety-three is larger than seventy-five.,1,93,75,18,18
Ninety-three is larger than seventy-six.,1,93,76,17,17
Ninety-three is larger than seventy-seven.,1,93,77,16,16
Ninety-three is larger than seventy-eight.,1,93,78,15,15
Ninety-three is larger than seventy-nine.,1,93,79,14,14
Ninety-three is larger than eighty-one.,1,93,81,12,12
Ninety-three is larger than eighty-two.,1,93,82,11,11
Ninety-three is larger than eighty-three.,1,93,83,10,10
Ninety-three is larger than eighty-four.,1,93,84,9,9
Ninety-three is larger than eighty-five.,1,93,85,8,8
Ninety-three is larger than eighty-six.,1,93,86,7,7
Ninety-three is larger than eighty-seven.,1,93,87,6,6
Ninety-three is larger than eighty-eight.,1,93,88,5,5
Ninety-three is larger than eighty-nine.,1,93,89,4,4
Ninety-three is larger than ninety-one.,1,93,91,2,2
Ninety-three is larger than ninety-two.,1,93,92,1,1
Ninety-three is larger than ninety-four.,0,93,94,-1,1
Ninety-three is larger than ninety-five.,0,93,95,-2,2
Ninety-three is larger than ninety-six.,0,93,96,-3,3
Ninety-three is larger than ninety-seven.,0,93,97,-4,4
Ninety-three is larger than ninety-eight.,0,93,98,-5,5
Ninety-three is larger than ninety-nine.,0,93,99,-6,6
Ninety-four is larger than fifty-one.,1,94,51,43,43
Ninety-four is larger than fifty-two.,1,94,52,42,42
Ninety-four is larger than fifty-three.,1,94,53,41,41
Ninety-four is larger than fifty-four.,1,94,54,40,40
Ninety-four is larger than fifty-five.,1,94,55,39,39
Ninety-four is larger than fifty-six.,1,94,56,38,38
Ninety-four is larger than fifty-seven.,1,94,57,37,37
Ninety-four is larger than fifty-eight.,1,94,58,36,36
Ninety-four is larger than fifty-nine.,1,94,59,35,35
Ninety-four is larger than sixty-one.,1,94,61,33,33
Ninety-four is larger than sixty-two.,1,94,62,32,32
Ninety-four is larger than sixty-three.,1,94,63,31,31
Ninety-four is larger than sixty-four.,1,94,64,30,30
Ninety-four is larger than sixty-five.,1,94,65,29,29
Ninety-four is larger than sixty-six.,1,94,66,28,28
Ninety-four is larger than sixty-seven.,1,94,67,27,27
Ninety-four is larger than sixty-eight.,1,94,68,26,26
Ninety-four is larger than sixty-nine.,1,94,69,25,25
Ninety-four is larger than seventy-one.,1,94,71,23,23
Ninety-four is larger than seventy-two.,1,94,72,22,22
Ninety-four is larger than seventy-three.,1,94,73,21,21
Ninety-four is larger than seventy-four.,1,94,74,20,20
Ninety-four is larger than seventy-five.,1,94,75,19,19
Ninety-four is larger than seventy-six.,1,94,76,18,18
Ninety-four is larger than seventy-seven.,1,94,77,17,17
Ninety-four is larger than seventy-eight.,1,94,78,16,16
Ninety-four is larger than seventy-nine.,1,94,79,15,15
Ninety-four is larger than eighty-one.,1,94,81,13,13
Ninety-four is larger than eighty-two.,1,94,82,12,12
Ninety-four is larger than eighty-three.,1,94,83,11,11
Ninety-four is larger than eighty-four.,1,94,84,10,10
Ninety-four is larger than eighty-five.,1,94,85,9,9
Ninety-four is larger than eighty-six.,1,94,86,8,8
Ninety-four is larger than eighty-seven.,1,94,87,7,7
Ninety-four is larger than eighty-eight.,1,94,88,6,6
Ninety-four is larger than eighty-nine.,1,94,89,5,5
Ninety-four is larger than ninety-one.,1,94,91,3,3
Ninety-four is larger than ninety-two.,1,94,92,2,2
Ninety-four is larger than ninety-three.,1,94,93,1,1
Ninety-four is larger than ninety-five.,0,94,95,-1,1
Ninety-four is larger than ninety-six.,0,94,96,-2,2
Ninety-four is larger than ninety-seven.,0,94,97,-3,3
Ninety-four is larger than ninety-eight.,0,94,98,-4,4
Ninety-four is larger than ninety-nine.,0,94,99,-5,5
Ninety-five is larger than fifty-one.,1,95,51,44,44
Ninety-five is larger than fifty-two.,1,95,52,43,43
Ninety-five is larger than fifty-three.,1,95,53,42,42
Ninety-five is larger than fifty-four.,1,95,54,41,41
Ninety-five is larger than fifty-five.,1,95,55,40,40
Ninety-five is larger than fifty-six.,1,95,56,39,39
Ninety-five is larger than fifty-seven.,1,95,57,38,38
Ninety-five is larger than fifty-eight.,1,95,58,37,37
Ninety-five is larger than fifty-nine.,1,95,59,36,36
Ninety-five is larger than sixty-one.,1,95,61,34,34
Ninety-five is larger than sixty-two.,1,95,62,33,33
Ninety-five is larger than sixty-three.,1,95,63,32,32
Ninety-five is larger than sixty-four.,1,95,64,31,31
Ninety-five is larger than sixty-five.,1,95,65,30,30
Ninety-five is larger than sixty-six.,1,95,66,29,29
Ninety-five is larger than sixty-seven.,1,95,67,28,28
Ninety-five is larger than sixty-eight.,1,95,68,27,27
Ninety-five is larger than sixty-nine.,1,95,69,26,26
Ninety-five is larger than seventy-one.,1,95,71,24,24
Ninety-five is larger than seventy-two.,1,95,72,23,23
Ninety-five is larger than seventy-three.,1,95,73,22,22
Ninety-five is larger than seventy-four.,1,95,74,21,21
Ninety-five is larger than seventy-five.,1,95,75,20,20
Ninety-five is larger than seventy-six.,1,95,76,19,19
Ninety-five is larger than seventy-seven.,1,95,77,18,18
Ninety-five is larger than seventy-eight.,1,95,78,17,17
Ninety-five is larger than seventy-nine.,1,95,79,16,16
Ninety-five is larger than eighty-one.,1,95,81,14,14
Ninety-five is larger than eighty-two.,1,95,82,13,13
Ninety-five is larger than eighty-three.,1,95,83,12,12
Ninety-five is larger than eighty-four.,1,95,84,11,11
Ninety-five is larger than eighty-five.,1,95,85,10,10
Ninety-five is larger than eighty-six.,1,95,86,9,9
Ninety-five is larger than eighty-seven.,1,95,87,8,8
Ninety-five is larger than eighty-eight.,1,95,88,7,7
Ninety-five is larger than eighty-nine.,1,95,89,6,6
Ninety-five is larger than ninety-one.,1,95,91,4,4
Ninety-five is larger than ninety-two.,1,95,92,3,3
Ninety-five is larger than ninety-three.,1,95,93,2,2
Ninety-five is larger than ninety-four.,1,95,94,1,1
Ninety-five is larger than ninety-six.,0,95,96,-1,1
Ninety-five is larger than ninety-seven.,0,95,97,-2,2
Ninety-five is larger than ninety-eight.,0,95,98,-3,3
Ninety-five is larger than ninety-nine.,0,95,99,-4,4
Ninety-six is larger than fifty-one.,1,96,51,45,45
Ninety-six is larger than fifty-two.,1,96,52,44,44
Ninety-six is larger than fifty-three.,1,96,53,43,43
Ninety-six is larger than fifty-four.,1,96,54,42,42
Ninety-six is larger than fifty-five.,1,96,55,41,41
Ninety-six is larger than fifty-six.,1,96,56,40,40
Ninety-six is larger than fifty-seven.,1,96,57,39,39
Ninety-six is larger than fifty-eight.,1,96,58,38,38
Ninety-six is larger than fifty-nine.,1,96,59,37,37
Ninety-six is larger than sixty-one.,1,96,61,35,35
Ninety-six is larger than sixty-two.,1,96,62,34,34
Ninety-six is larger than sixty-three.,1,96,63,33,33
Ninety-six is larger than sixty-four.,1,96,64,32,32
Ninety-six is larger than sixty-five.,1,96,65,31,31
Ninety-six is larger than sixty-six.,1,96,66,30,30
Ninety-six is larger than sixty-seven.,1,96,67,29,29
Ninety-six is larger than sixty-eight.,1,96,68,28,28
Ninety-six is larger than sixty-nine.,1,96,69,27,27
Ninety-six is larger than seventy-one.,1,96,71,25,25
Ninety-six is larger than seventy-two.,1,96,72,24,24
Ninety-six is larger than seventy-three.,1,96,73,23,23
Ninety-six is larger than seventy-four.,1,96,74,22,22
Ninety-six is larger than seventy-five.,1,96,75,21,21
Ninety-six is larger than seventy-six.,1,96,76,20,20
Ninety-six is larger than seventy-seven.,1,96,77,19,19
Ninety-six is larger than seventy-eight.,1,96,78,18,18
Ninety-six is larger than seventy-nine.,1,96,79,17,17
Ninety-six is larger than eighty-one.,1,96,81,15,15
Ninety-six is larger than eighty-two.,1,96,82,14,14
Ninety-six is larger than eighty-three.,1,96,83,13,13
Ninety-six is larger than eighty-four.,1,96,84,12,12
Ninety-six is larger than eighty-five.,1,96,85,11,11
Ninety-six is larger than eighty-six.,1,96,86,10,10
Ninety-six is larger than eighty-seven.,1,96,87,9,9
Ninety-six is larger than eighty-eight.,1,96,88,8,8
Ninety-six is larger than eighty-nine.,1,96,89,7,7
Ninety-six is larger than ninety-one.,1,96,91,5,5
Ninety-six is larger than ninety-two.,1,96,92,4,4
Ninety-six is larger than ninety-three.,1,96,93,3,3
Ninety-six is larger than ninety-four.,1,96,94,2,2
Ninety-six is larger than ninety-five.,1,96,95,1,1
Ninety-six is larger than ninety-seven.,0,96,97,-1,1
Ninety-six is larger than ninety-eight.,0,96,98,-2,2
Ninety-six is larger than ninety-nine.,0,96,99,-3,3
Ninety-seven is larger than fifty-one.,1,97,51,46,46
Ninety-seven is larger than fifty-two.,1,97,52,45,45
Ninety-seven is larger than fifty-three.,1,97,53,44,44
Ninety-seven is larger than fifty-four.,1,97,54,43,43
Ninety-seven is larger than fifty-five.,1,97,55,42,42
Ninety-seven is larger than fifty-six.,1,97,56,41,41
Ninety-seven is larger than fifty-seven.,1,97,57,40,40
Ninety-seven is larger than fifty-eight.,1,97,58,39,39
Ninety-seven is larger than fifty-nine.,1,97,59,38,38
Ninety-seven is larger than sixty-one.,1,97,61,36,36
Ninety-seven is larger than sixty-two.,1,97,62,35,35
Ninety-seven is larger than sixty-three.,1,97,63,34,34
Ninety-seven is larger than sixty-four.,1,97,64,33,33
Ninety-seven is larger than sixty-five.,1,97,65,32,32
Ninety-seven is larger than sixty-six.,1,97,66,31,31
Ninety-seven is larger than sixty-seven.,1,97,67,30,30
Ninety-seven is larger than sixty-eight.,1,97,68,29,29
Ninety-seven is larger than sixty-nine.,1,97,69,28,28
Ninety-seven is larger than seventy-one.,1,97,71,26,26
Ninety-seven is larger than seventy-two.,1,97,72,25,25
Ninety-seven is larger than seventy-three.,1,97,73,24,24
Ninety-seven is larger than seventy-four.,1,97,74,23,23
Ninety-seven is larger than seventy-five.,1,97,75,22,22
Ninety-seven is larger than seventy-six.,1,97,76,21,21
Ninety-seven is larger than seventy-seven.,1,97,77,20,20
Ninety-seven is larger than seventy-eight.,1,97,78,19,19
Ninety-seven is larger than seventy-nine.,1,97,79,18,18
Ninety-seven is larger than eighty-one.,1,97,81,16,16
Ninety-seven is larger than eighty-two.,1,97,82,15,15
Ninety-seven is larger than eighty-three.,1,97,83,14,14
Ninety-seven is larger than eighty-four.,1,97,84,13,13
Ninety-seven is larger than eighty-five.,1,97,85,12,12
Ninety-seven is larger than eighty-six.,1,97,86,11,11
Ninety-seven is larger than eighty-seven.,1,97,87,10,10
Ninety-seven is larger than eighty-eight.,1,97,88,9,9
Ninety-seven is larger than eighty-nine.,1,97,89,8,8
Ninety-seven is larger than ninety-one.,1,97,91,6,6
Ninety-seven is larger than ninety-two.,1,97,92,5,5
Ninety-seven is larger than ninety-three.,1,97,93,4,4
Ninety-seven is larger than ninety-four.,1,97,94,3,3
Ninety-seven is larger than ninety-five.,1,97,95,2,2
Ninety-seven is larger than ninety-six.,1,97,96,1,1
Ninety-seven is larger than ninety-eight.,0,97,98,-1,1
Ninety-seven is larger than ninety-nine.,0,97,99,-2,2
Ninety-eight is larger than fifty-one.,1,98,51,47,47
Ninety-eight is larger than fifty-two.,1,98,52,46,46
Ninety-eight is larger than fifty-three.,1,98,53,45,45
Ninety-eight is larger than fifty-four.,1,98,54,44,44
Ninety-eight is larger than fifty-five.,1,98,55,43,43
Ninety-eight is larger than fifty-six.,1,98,56,42,42
Ninety-eight is larger than fifty-seven.,1,98,57,41,41
Ninety-eight is larger than fifty-eight.,1,98,58,40,40
Ninety-eight is larger than fifty-nine.,1,98,59,39,39
Ninety-eight is larger than sixty-one.,1,98,61,37,37
Ninety-eight is larger than sixty-two.,1,98,62,36,36
Ninety-eight is larger than sixty-three.,1,98,63,35,35
Ninety-eight is larger than sixty-four.,1,98,64,34,34
Ninety-eight is larger than sixty-five.,1,98,65,33,33
Ninety-eight is larger than sixty-six.,1,98,66,32,32
Ninety-eight is larger than sixty-seven.,1,98,67,31,31
Ninety-eight is larger than sixty-eight.,1,98,68,30,30
Ninety-eight is larger than sixty-nine.,1,98,69,29,29
Ninety-eight is larger than seventy-one.,1,98,71,27,27
Ninety-eight is larger than seventy-two.,1,98,72,26,26
Ninety-eight is larger than seventy-three.,1,98,73,25,25
Ninety-eight is larger than seventy-four.,1,98,74,24,24
Ninety-eight is larger than seventy-five.,1,98,75,23,23
Ninety-eight is larger than seventy-six.,1,98,76,22,22
Ninety-eight is larger than seventy-seven.,1,98,77,21,21
Ninety-eight is larger than seventy-eight.,1,98,78,20,20
Ninety-eight is larger than seventy-nine.,1,98,79,19,19
Ninety-eight is larger than eighty-one.,1,98,81,17,17
Ninety-eight is larger than eighty-two.,1,98,82,16,16
Ninety-eight is larger than eighty-three.,1,98,83,15,15
Ninety-eight is larger than eighty-four.,1,98,84,14,14
Ninety-eight is larger than eighty-five.,1,98,85,13,13
Ninety-eight is larger than eighty-six.,1,98,86,12,12
Ninety-eight is larger than eighty-seven.,1,98,87,11,11
Ninety-eight is larger than eighty-eight.,1,98,88,10,10
Ninety-eight is larger than eighty-nine.,1,98,89,9,9
Ninety-eight is larger than ninety-one.,1,98,91,7,7
Ninety-eight is larger than ninety-two.,1,98,92,6,6
Ninety-eight is larger than ninety-three.,1,98,93,5,5
Ninety-eight is larger than ninety-four.,1,98,94,4,4
Ninety-eight is larger than ninety-five.,1,98,95,3,3
Ninety-eight is larger than ninety-six.,1,98,96,2,2
Ninety-eight is larger than ninety-seven.,1,98,97,1,1
Ninety-eight is larger than ninety-nine.,0,98,99,-1,1
Ninety-nine is larger than fifty-one.,1,99,51,48,48
Ninety-nine is larger than fifty-two.,1,99,52,47,47
Ninety-nine is larger than fifty-three.,1,99,53,46,46
Ninety-nine is larger than fifty-four.,1,99,54,45,45
Ninety-nine is larger than fifty-five.,1,99,55,44,44
Ninety-nine is larger than fifty-six.,1,99,56,43,43
Ninety-nine is larger than fifty-seven.,1,99,57,42,42
Ninety-nine is larger than fifty-eight.,1,99,58,41,41
Ninety-nine is larger than fifty-nine.,1,99,59,40,40
Ninety-nine is larger than sixty-one.,1,99,61,38,38
Ninety-nine is larger than sixty-two.,1,99,62,37,37
Ninety-nine is larger than sixty-three.,1,99,63,36,36
Ninety-nine is larger than sixty-four.,1,99,64,35,35
Ninety-nine is larger than sixty-five.,1,99,65,34,34
Ninety-nine is larger than sixty-six.,1,99,66,33,33
Ninety-nine is larger than sixty-seven.,1,99,67,32,32
Ninety-nine is larger than sixty-eight.,1,99,68,31,31
Ninety-nine is larger than sixty-nine.,1,99,69,30,30
Ninety-nine is larger than seventy-one.,1,99,71,28,28
Ninety-nine is larger than seventy-two.,1,99,72,27,27
Ninety-nine is larger than seventy-three.,1,99,73,26,26
Ninety-nine is larger than seventy-four.,1,99,74,25,25
Ninety-nine is larger than seventy-five.,1,99,75,24,24
Ninety-nine is larger than seventy-six.,1,99,76,23,23
Ninety-nine is larger than seventy-seven.,1,99,77,22,22
Ninety-nine is larger than seventy-eight.,1,99,78,21,21
Ninety-nine is larger than seventy-nine.,1,99,79,20,20
Ninety-nine is larger than eighty-one.,1,99,81,18,18
Ninety-nine is larger than eighty-two.,1,99,82,17,17
Ninety-nine is larger than eighty-three.,1,99,83,16,16
Ninety-nine is larger than eighty-four.,1,99,84,15,15
Ninety-nine is larger than eighty-five.,1,99,85,14,14
Ninety-nine is larger than eighty-six.,1,99,86,13,13
Ninety-nine is larger than eighty-seven.,1,99,87,12,12
Ninety-nine is larger than eighty-eight.,1,99,88,11,11
Ninety-nine is larger than eighty-nine.,1,99,89,10,10
Ninety-nine is larger than ninety-one.,1,99,91,8,8
Ninety-nine is larger than ninety-two.,1,99,92,7,7
Ninety-nine is larger than ninety-three.,1,99,93,6,6
Ninety-nine is larger than ninety-four.,1,99,94,5,5
Ninety-nine is larger than ninety-five.,1,99,95,4,4
Ninety-nine is larger than ninety-six.,1,99,96,3,3
Ninety-nine is larger than ninety-seven.,1,99,97,2,2
Ninety-nine is larger than ninety-eight.,1,99,98,1,1
