statement,label,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case both that the city of Taiz is in Iran and that the city of Laibin is in China.,0,The city of Taiz is in Iran.,0,Taiz,"Iran, Islamic Rep. of",Yemen,The city of Laibin is in China.,1,Laibin,China,China
It is the case both that the city of Qinhuangdao is in Mexico and that the city of Madurai is in India.,0,The city of Qinhuangdao is in Mexico.,0,Qinhuangdao,Mexico,China,The city of Madurai is in India.,1,Madurai,India,India
It is the case both that the city of Qom is in China and that the city of Quezon City is in the Philippines.,0,The city of Qom is in China.,0,Qom,China,"Iran, Islamic Rep. of",The city of Quezon City is in the Philippines.,1,Quezon City,Philippines,Philippines
It is the case both that the city of Bucharest is in Malaysia and that the city of Tucson is in the United States.,0,The city of Bucharest is in Malaysia.,0,Bucharest,Malaysia,Romania,The city of Tucson is in the United States.,1,Tucson,United States,United States
It is the case both that the city of Xiamen is in Russia and that the city of Hangzhou is in China.,0,The city of Xiamen is in Russia.,0,Xiamen,Russian Federation,China,The city of Hangzhou is in China.,1,Hangzhou,China,China
It is the case both that the city of Zhaoqing is in Tajikistan and that the city of Tegucigalpa is in Honduras.,0,The city of Zhaoqing is in Tajikistan.,0,Zhaoqing,Tajikistan,China,The city of Tegucigalpa is in Honduras.,1,Tegucigalpa,Honduras,Honduras
It is the case both that the city of Zhuzhou is in Pakistan and that the city of Lusaka is in Zambia.,0,The city of Zhuzhou is in Pakistan.,0,Zhuzhou,Pakistan,China,The city of Lusaka is in Zambia.,1,Lusaka,Zambia,Zambia
It is the case both that the city of Leipzig is in India and that the city of Laibin is in China.,0,The city of Leipzig is in India.,0,Leipzig,India,Germany,The city of Laibin is in China.,1,Laibin,China,China
It is the case both that the city of Hefei is in the Dominican Republic and that the city of Victoria de Durango is in Mexico.,0,The city of Hefei is in the Dominican Republic.,0,Hefei,Dominican Republic,China,The city of Victoria de Durango is in Mexico.,1,Victoria de Durango,Mexico,Mexico
It is the case both that the city of Gujranwala is in China and that the city of Asansol is in India.,0,The city of Gujranwala is in China.,0,Gujranwala,China,Pakistan,The city of Asansol is in India.,1,Asansol,India,India
It is the case both that the city of Detroit is in Brazil and that the city of Handan is in China.,0,The city of Detroit is in Brazil.,0,Detroit,Brazil,United States,The city of Handan is in China.,1,Handan,China,China
It is the case both that the city of Huangshi is in South Korea and that the city of Qingdao is in China.,0,The city of Huangshi is in South Korea.,0,Huangshi,"Korea, Republic of",China,The city of Qingdao is in China.,1,Qingdao,China,China
It is the case both that the city of Nampula is in the United States and that the city of Nay Pyi Taw is in Myanmar.,0,The city of Nampula is in the United States.,0,Nampula,United States,Mozambique,The city of Nay Pyi Taw is in Myanmar.,1,Nay Pyi Taw,Myanmar,Myanmar
"It is the case both that the city of Kemerovo is in Nigeria and that the city of Mianzhu, Deyang, Sichuan is in China.",0,The city of Kemerovo is in Nigeria.,0,Kemerovo,Nigeria,Russian Federation,"The city of Mianzhu, Deyang, Sichuan is in China.",1,"Mianzhu, Deyang, Sichuan",China,China
It is the case both that the city of Moradabad is in Egypt and that the city of Ziyang is in China.,0,The city of Moradabad is in Egypt.,0,Moradabad,Egypt,India,The city of Ziyang is in China.,1,Ziyang,China,China
It is the case both that the city of Dakar is in Zimbabwe and that the city of Laibin is in China.,0,The city of Dakar is in Zimbabwe.,0,Dakar,Zimbabwe,Senegal,The city of Laibin is in China.,1,Laibin,China,China
It is the case both that the city of Hannover is in India and that the city of Yongzhou is in China.,0,The city of Hannover is in India.,0,Hannover,India,Germany,The city of Yongzhou is in China.,1,Yongzhou,China,China
It is the case both that the city of Zaria is in Turkey and that the city of Suining is in China.,0,The city of Zaria is in Turkey.,0,Zaria,Turkey,Nigeria,The city of Suining is in China.,1,Suining,China,China
It is the case both that the city of Guangyuan is in Indonesia and that the city of Rourkela is in India.,0,The city of Guangyuan is in Indonesia.,0,Guangyuan,Indonesia,China,The city of Rourkela is in India.,1,Rourkela,India,India
It is the case both that the city of Hannover is in India and that the city of New Kingston is in Jamaica.,0,The city of Hannover is in India.,0,Hannover,India,Germany,The city of New Kingston is in Jamaica.,1,New Kingston,Jamaica,Jamaica
It is the case both that the city of Liupanshui is in Yemen and that the city of Kuantan is in Malaysia.,0,The city of Liupanshui is in Yemen.,0,Liupanshui,Yemen,China,The city of Kuantan is in Malaysia.,1,Kuantan,Malaysia,Malaysia
It is the case both that the city of Xuzhou is in India and that the city of Quetta is in Pakistan.,0,The city of Xuzhou is in India.,0,Xuzhou,India,China,The city of Quetta is in Pakistan.,1,Quetta,Pakistan,Pakistan
It is the case both that the city of Tlaquepaque is in Kyrgyzstan and that the city of Benxi is in China.,0,The city of Tlaquepaque is in Kyrgyzstan.,0,Tlaquepaque,Kyrgyzstan,Mexico,The city of Benxi is in China.,1,Benxi,China,China
It is the case both that the city of Chiclayo is in India and that the city of Ziyang is in China.,0,The city of Chiclayo is in India.,0,Chiclayo,India,Peru,The city of Ziyang is in China.,1,Ziyang,China,China
It is the case both that the city of Kathmandu is in Iran and that the city of Karol Bagh is in India.,0,The city of Kathmandu is in Iran.,0,Kathmandu,"Iran, Islamic Rep. of",Nepal,The city of Karol Bagh is in India.,1,Karol Bagh,India,India
It is the case both that the city of Cucuta is in India and that the city of Panzhihua is in China.,0,The city of Cucuta is in India.,0,Cucuta,India,Colombia,The city of Panzhihua is in China.,1,Panzhihua,China,China
It is the case both that the city of Chengdu is in India and that the city of Amravati is in India.,0,The city of Chengdu is in India.,0,Chengdu,India,China,The city of Amravati is in India.,1,Amravati,India,India
It is the case both that the city of Jaboatao is in Russia and that the city of Urumqi is in China.,0,The city of Jaboatao is in Russia.,0,Jaboatao,Russian Federation,Brazil,The city of Urumqi is in China.,1,Urumqi,China,China
It is the case both that the city of Kagoshima is in the United States and that the city of Nizhniy Novgorod is in Russia.,0,The city of Kagoshima is in the United States.,0,Kagoshima,United States,Japan,The city of Nizhniy Novgorod is in Russia.,1,Nizhniy Novgorod,Russian Federation,Russian Federation
It is the case both that the city of Maoming is in Russia and that the city of Goiania is in Brazil.,0,The city of Maoming is in Russia.,0,Maoming,Russian Federation,China,The city of Goiania is in Brazil.,1,Goiania,Brazil,Brazil
It is the case both that the city of Anyang-si is in the Dominican Republic and that the city of Linyi is in China.,0,The city of Anyang-si is in the Dominican Republic.,0,Anyang-si,Dominican Republic,"Korea, Republic of",The city of Linyi is in China.,1,Linyi,China,China
It is the case both that the city of Bhavnagar is in China and that the city of Las Pinas is in the Philippines.,0,The city of Bhavnagar is in China.,0,Bhavnagar,China,India,The city of Las Pinas is in the Philippines.,1,Las Pinas,Philippines,Philippines
It is the case both that the city of Cucuta is in India and that the city of Anshan is in China.,0,The city of Cucuta is in India.,0,Cucuta,India,Colombia,The city of Anshan is in China.,1,Anshan,China,China
It is the case both that the city of Nova Iguacu is in South Korea and that the city of Cimahi is in Indonesia.,0,The city of Nova Iguacu is in South Korea.,0,Nova Iguacu,"Korea, Republic of",Brazil,The city of Cimahi is in Indonesia.,1,Cimahi,Indonesia,Indonesia
It is the case both that the city of Guigang is in Indonesia and that the city of Ya'an is in China.,0,The city of Guigang is in Indonesia.,0,Guigang,Indonesia,China,The city of Ya'an is in China.,1,Ya'an,China,China
It is the case both that the city of Moradabad is in Egypt and that the city of Heze is in China.,0,The city of Moradabad is in Egypt.,0,Moradabad,Egypt,India,The city of Heze is in China.,1,Heze,China,China
It is the case both that the city of Rio de Janeiro is in the Dominican Republic and that the city of Omsk is in Russia.,0,The city of Rio de Janeiro is in the Dominican Republic.,0,Rio de Janeiro,Dominican Republic,Brazil,The city of Omsk is in Russia.,1,Omsk,Russian Federation,Russian Federation
It is the case both that the city of Onitsha is in Zambia and that the city of Belo Horizonte is in Brazil.,0,The city of Onitsha is in Zambia.,0,Onitsha,Zambia,Nigeria,The city of Belo Horizonte is in Brazil.,1,Belo Horizonte,Brazil,Brazil
It is the case both that the city of Luancheng is in Brazil and that the city of San Pedro Sula is in Honduras.,0,The city of Luancheng is in Brazil.,0,Luancheng,Brazil,China,The city of San Pedro Sula is in Honduras.,1,San Pedro Sula,Honduras,Honduras
It is the case both that the city of Subang Jaya is in Nepal and that the city of Tanggu is in China.,0,The city of Subang Jaya is in Nepal.,0,Subang Jaya,Nepal,Malaysia,The city of Tanggu is in China.,1,Tanggu,China,China
It is the case both that the city of Kyoto is in China and that the city of Almaty is in Kazakhstan.,0,The city of Kyoto is in China.,0,Kyoto,China,Japan,The city of Almaty is in Kazakhstan.,1,Almaty,Kazakhstan,Kazakhstan
It is the case both that the city of Quetta is in India and that the city of Bahawalpur is in Pakistan.,0,The city of Quetta is in India.,0,Quetta,India,Pakistan,The city of Bahawalpur is in Pakistan.,1,Bahawalpur,Pakistan,Pakistan
It is the case both that the city of Grosszschocher is in China and that the city of Al Ahmadi is in Kuwait.,0,The city of Grosszschocher is in China.,0,Grosszschocher,China,Germany,The city of Al Ahmadi is in Kuwait.,1,Al Ahmadi,Kuwait,Kuwait
It is the case both that the city of Sangli is in Indonesia and that the city of Marseille is in France.,0,The city of Sangli is in Indonesia.,0,Sangli,Indonesia,India,The city of Marseille is in France.,1,Marseille,France,France
It is the case both that the city of Jiangmen is in Indonesia and that the city of Longyan is in China.,0,The city of Jiangmen is in Indonesia.,0,Jiangmen,Indonesia,China,The city of Longyan is in China.,1,Longyan,China,China
It is the case both that the city of Himeji is in Russia and that the city of Gujranwala is in Pakistan.,0,The city of Himeji is in Russia.,0,Himeji,Russian Federation,Japan,The city of Gujranwala is in Pakistan.,1,Gujranwala,Pakistan,Pakistan
It is the case both that the city of Nyala is in Indonesia and that the city of Kinshasa is in the Democratic Republic of the Congo.,0,The city of Nyala is in Indonesia.,0,Nyala,Indonesia,"Sudan, The Republic of",The city of Kinshasa is in the Democratic Republic of the Congo.,1,Kinshasa,"Congo, Democratic Republic of the","Congo, Democratic Republic of the"
It is the case both that the city of Dalian is in Saudi Arabia and that the city of Las Pinas is in the Philippines.,0,The city of Dalian is in Saudi Arabia.,0,Dalian,Saudi Arabia,China,The city of Las Pinas is in the Philippines.,1,Las Pinas,Philippines,Philippines
It is the case both that the city of Suizhou is in France and that the city of Anshun is in China.,0,The city of Suizhou is in France.,0,Suizhou,France,China,The city of Anshun is in China.,1,Anshun,China,China
It is the case both that the city of Indianapolis is in Burundi and that the city of Barquisimeto is in Venezuela.,0,The city of Indianapolis is in Burundi.,0,Indianapolis,Burundi,United States,The city of Barquisimeto is in Venezuela.,1,Barquisimeto,"Venezuela, Bolivarian Rep. of","Venezuela, Bolivarian Rep. of"
It is the case both that the city of Langfang is in the Philippines and that the city of Fort Worth is in the United States.,0,The city of Langfang is in the Philippines.,0,Langfang,Philippines,China,The city of Fort Worth is in the United States.,1,Fort Worth,United States,United States
It is the case both that the city of Zhenjiang is in Indonesia and that the city of Shenzhen is in China.,0,The city of Zhenjiang is in Indonesia.,0,Zhenjiang,Indonesia,China,The city of Shenzhen is in China.,1,Shenzhen,China,China
It is the case both that the city of Pikine is in China and that the city of Bujumbura is in Burundi.,0,The city of Pikine is in China.,0,Pikine,China,Senegal,The city of Bujumbura is in Burundi.,1,Bujumbura,Burundi,Burundi
It is the case both that the city of Benoni is in China and that the city of Maiduguri is in Nigeria.,0,The city of Benoni is in China.,0,Benoni,China,South Africa,The city of Maiduguri is in Nigeria.,1,Maiduguri,Nigeria,Nigeria
It is the case both that the city of Zhabei is in Syria and that the city of Harare is in Zimbabwe.,0,The city of Zhabei is in Syria.,0,Zhabei,Syrian Arab Republic,China,The city of Harare is in Zimbabwe.,1,Harare,Zimbabwe,Zimbabwe
It is the case both that the city of Amritsar is in China and that the city of Solapur is in India.,0,The city of Amritsar is in China.,0,Amritsar,China,India,The city of Solapur is in India.,1,Solapur,India,India
It is the case both that the city of Yaounde is in Brazil and that the city of Shihezi is in China.,0,The city of Yaounde is in Brazil.,0,Yaounde,Brazil,Cameroon,The city of Shihezi is in China.,1,Shihezi,China,China
It is the case both that the city of Yangon is in China and that the city of Maracay is in Venezuela.,0,The city of Yangon is in China.,0,Yangon,China,Myanmar,The city of Maracay is in Venezuela.,1,Maracay,"Venezuela, Bolivarian Rep. of","Venezuela, Bolivarian Rep. of"
It is the case both that the city of Tiruppur is in China and that the city of Lome is in Togo.,0,The city of Tiruppur is in China.,0,Tiruppur,China,India,The city of Lome is in Togo.,1,Lome,Togo,Togo
It is the case both that the city of Khabarovsk is in Mexico and that the city of Xiamen is in China.,0,The city of Khabarovsk is in Mexico.,0,Khabarovsk,Mexico,Russian Federation,The city of Xiamen is in China.,1,Xiamen,China,China
It is the case both that the city of Queens is in Jordan and that the city of Karbala is in Iraq.,0,The city of Queens is in Jordan.,0,Queens,Jordan,United States,The city of Karbala is in Iraq.,1,Karbala,Iraq,Iraq
It is the case both that the city of Riga is in Norway and that the city of Barranquilla is in Colombia.,0,The city of Riga is in Norway.,0,Riga,Norway,Latvia,The city of Barranquilla is in Colombia.,1,Barranquilla,Colombia,Colombia
It is the case both that the city of Vadodara is in Brazil and that the city of Dhanbad is in India.,0,The city of Vadodara is in Brazil.,0,Vadodara,Brazil,India,The city of Dhanbad is in India.,1,Dhanbad,India,India
It is the case both that the city of Duque de Caxias is in Russia and that the city of Bamako is in Mali.,0,The city of Duque de Caxias is in Russia.,0,Duque de Caxias,Russian Federation,Brazil,The city of Bamako is in Mali.,1,Bamako,Mali,Mali
It is the case both that the city of Khartoum is in China and that the city of Ho Chi Minh City is in Vietnam.,0,The city of Khartoum is in China.,0,Khartoum,China,"Sudan, The Republic of",The city of Ho Chi Minh City is in Vietnam.,1,Ho Chi Minh City,Viet Nam,Viet Nam
It is the case both that the city of Fuxin is in Malaysia and that the city of Hubli is in India.,0,The city of Fuxin is in Malaysia.,0,Fuxin,Malaysia,China,The city of Hubli is in India.,1,Hubli,India,India
It is the case both that the city of Cheonan is in Brazil and that the city of Sarajevo is in Bosnia and Herzegovina.,0,The city of Cheonan is in Brazil.,0,Cheonan,Brazil,"Korea, Republic of",The city of Sarajevo is in Bosnia and Herzegovina.,1,Sarajevo,Bosnia and Herzegovina,Bosnia and Herzegovina
It is the case both that the city of Chongqing is in Brazil and that the city of Taicang is in China.,0,The city of Chongqing is in Brazil.,0,Chongqing,Brazil,China,The city of Taicang is in China.,1,Taicang,China,China
It is the case both that the city of Kota Bharu is in India and that the city of Huangshi is in China.,0,The city of Kota Bharu is in India.,0,Kota Bharu,India,Malaysia,The city of Huangshi is in China.,1,Huangshi,China,China
It is the case both that the city of Huaihua is in Mexico and that the city of Jinan is in China.,0,The city of Huaihua is in Mexico.,0,Huaihua,Mexico,China,The city of Jinan is in China.,1,Jinan,China,China
It is the case both that the city of Tanggu is in Japan and that the city of Tonghua is in China.,0,The city of Tanggu is in Japan.,0,Tanggu,Japan,China,The city of Tonghua is in China.,1,Tonghua,China,China
It is the case both that the city of Maracay is in India and that the city of Caloocan City is in the Philippines.,0,The city of Maracay is in India.,0,Maracay,India,"Venezuela, Bolivarian Rep. of",The city of Caloocan City is in the Philippines.,1,Caloocan City,Philippines,Philippines
It is the case both that the city of Antalya is in Italy and that the city of Omsk is in Russia.,0,The city of Antalya is in Italy.,0,Antalya,Italy,Turkey,The city of Omsk is in Russia.,1,Omsk,Russian Federation,Russian Federation
It is the case both that the city of South Tangerang is in Russia and that the city of Torreon is in Mexico.,0,The city of South Tangerang is in Russia.,0,South Tangerang,Russian Federation,Indonesia,The city of Torreon is in Mexico.,1,Torreon,Mexico,Mexico
It is the case both that the city of Bloemfontein is in Brazil and that the city of Kleinzschocher is in Germany.,0,The city of Bloemfontein is in Brazil.,0,Bloemfontein,Brazil,South Africa,The city of Kleinzschocher is in Germany.,1,Kleinzschocher,Germany,Germany
It is the case both that the city of Dhanbad is in Brazil and that the city of Wuhan is in China.,0,The city of Dhanbad is in Brazil.,0,Dhanbad,Brazil,India,The city of Wuhan is in China.,1,Wuhan,China,China
It is the case both that the city of Yinchuan is in South Korea and that the city of Addis Ababa is in Ethiopia.,0,The city of Yinchuan is in South Korea.,0,Yinchuan,"Korea, Republic of",China,The city of Addis Ababa is in Ethiopia.,1,Addis Ababa,Ethiopia,Ethiopia
It is the case both that the city of Panshan is in India and that the city of Macapa is in Brazil.,0,The city of Panshan is in India.,0,Panshan,India,China,The city of Macapa is in Brazil.,1,Macapa,Brazil,Brazil
It is the case both that the city of Amritsar is in China and that the city of Novokuznetsk is in Russia.,0,The city of Amritsar is in China.,0,Amritsar,China,India,The city of Novokuznetsk is in Russia.,1,Novokuznetsk,Russian Federation,Russian Federation
It is the case both that the city of Maoming is in Russia and that the city of Bayannur is in China.,0,The city of Maoming is in Russia.,0,Maoming,Russian Federation,China,The city of Bayannur is in China.,1,Bayannur,China,China
It is the case both that the city of Jeddah is in India and that the city of Yibin is in China.,0,The city of Jeddah is in India.,0,Jeddah,India,Saudi Arabia,The city of Yibin is in China.,1,Yibin,China,China
It is the case both that the city of Shenyang is in Russia and that the city of Mukalla is in Yemen.,0,The city of Shenyang is in Russia.,0,Shenyang,Russian Federation,China,The city of Mukalla is in Yemen.,1,Mukalla,Yemen,Yemen
It is the case both that the city of Karol Bagh is in the United States and that the city of Bulawayo is in Zimbabwe.,0,The city of Karol Bagh is in the United States.,0,Karol Bagh,United States,India,The city of Bulawayo is in Zimbabwe.,1,Bulawayo,Zimbabwe,Zimbabwe
It is the case both that the city of Jiangmen is in Indonesia and that the city of Bayannur is in China.,0,The city of Jiangmen is in Indonesia.,0,Jiangmen,Indonesia,China,The city of Bayannur is in China.,1,Bayannur,China,China
It is the case both that the city of Hubli is in the United States and that the city of Korla is in China.,0,The city of Hubli is in the United States.,0,Hubli,United States,India,The city of Korla is in China.,1,Korla,China,China
It is the case both that the city of Nova Iguacu is in South Korea and that the city of Tucson is in the United States.,0,The city of Nova Iguacu is in South Korea.,0,Nova Iguacu,"Korea, Republic of",Brazil,The city of Tucson is in the United States.,1,Tucson,United States,United States
It is the case both that the city of Xinyang is in Armenia and that the city of Gaziantep is in Turkey.,0,The city of Xinyang is in Armenia.,0,Xinyang,Armenia,China,The city of Gaziantep is in Turkey.,1,Gaziantep,Turkey,Turkey
It is the case both that the city of Quzhou is in Russia and that the city of Xiamen is in China.,0,The city of Quzhou is in Russia.,0,Quzhou,Russian Federation,China,The city of Xiamen is in China.,1,Xiamen,China,China
It is the case both that the city of Namangan is in Nigeria and that the city of Kryvyy Rih is in Ukraine.,0,The city of Namangan is in Nigeria.,0,Namangan,Nigeria,Uzbekistan,The city of Kryvyy Rih is in Ukraine.,1,Kryvyy Rih,Ukraine,Ukraine
It is the case both that the city of Quito is in China and that the city of Conakry is in Guinea.,0,The city of Quito is in China.,0,Quito,China,Ecuador,The city of Conakry is in Guinea.,1,Conakry,Guinea,Guinea
It is the case both that the city of Ankara is in Sweden and that the city of Managua is in Nicaragua.,0,The city of Ankara is in Sweden.,0,Ankara,Sweden,Turkey,The city of Managua is in Nicaragua.,1,Managua,Nicaragua,Nicaragua
It is the case both that the city of Dombivli is in Mozambique and that the city of Xiangtan is in China.,0,The city of Dombivli is in Mozambique.,0,Dombivli,Mozambique,India,The city of Xiangtan is in China.,1,Xiangtan,China,China
It is the case both that the city of Beirut is in Japan and that the city of Pimpri is in India.,0,The city of Beirut is in Japan.,0,Beirut,Japan,Lebanon,The city of Pimpri is in India.,1,Pimpri,India,India
It is the case both that the city of Dubai is in China and that the city of Konya is in Turkey.,0,The city of Dubai is in China.,0,Dubai,China,United Arab Emirates,The city of Konya is in Turkey.,1,Konya,Turkey,Turkey
It is the case both that the city of Iztapalapa is in Indonesia and that the city of Enugu is in Nigeria.,0,The city of Iztapalapa is in Indonesia.,0,Iztapalapa,Indonesia,Mexico,The city of Enugu is in Nigeria.,1,Enugu,Nigeria,Nigeria
It is the case both that the city of Puning is in the United States and that the city of Enugu is in Nigeria.,0,The city of Puning is in the United States.,0,Puning,United States,China,The city of Enugu is in Nigeria.,1,Enugu,Nigeria,Nigeria
It is the case both that the city of Zaria is in Turkey and that the city of Zhengzhou is in China.,0,The city of Zaria is in Turkey.,0,Zaria,Turkey,Nigeria,The city of Zhengzhou is in China.,1,Zhengzhou,China,China
It is the case both that the city of Koeln is in Mexico and that the city of Zagreb is in Croatia.,0,The city of Koeln is in Mexico.,0,Koeln,Mexico,Germany,The city of Zagreb is in Croatia.,1,Zagreb,Croatia,Croatia
It is the case both that the city of Fort Worth is in Malaysia and that the city of The Bronx is in the United States.,0,The city of Fort Worth is in Malaysia.,0,Fort Worth,Malaysia,United States,The city of The Bronx is in the United States.,1,The Bronx,United States,United States
It is the case both that the city of Albuquerque is in the United Arab Emirates and that the city of Yerevan is in Armenia.,0,The city of Albuquerque is in the United Arab Emirates.,0,Albuquerque,United Arab Emirates,United States,The city of Yerevan is in Armenia.,1,Yerevan,Armenia,Armenia
It is the case both that the city of Comilla is in China and that the city of Da Nang is in Vietnam.,0,The city of Comilla is in China.,0,Comilla,China,Bangladesh,The city of Da Nang is in Vietnam.,1,Da Nang,Viet Nam,Viet Nam
It is the case both that the city of Deyang is in Egypt and that the city of Hegang is in China.,0,The city of Deyang is in Egypt.,0,Deyang,Egypt,China,The city of Hegang is in China.,1,Hegang,China,China
It is the case both that the city of Beira is in China and that the city of Mandalay is in Myanmar.,0,The city of Beira is in China.,0,Beira,China,Mozambique,The city of Mandalay is in Myanmar.,1,Mandalay,Myanmar,Myanmar
It is the case both that the city of Davao is in Egypt and that the city of Xingtai is in China.,0,The city of Davao is in Egypt.,0,Davao,Egypt,Philippines,The city of Xingtai is in China.,1,Xingtai,China,China
It is the case both that the city of Sevastopol is in India and that the city of Qujing is in China.,0,The city of Sevastopol is in India.,0,Sevastopol,India,Ukraine,The city of Qujing is in China.,1,Qujing,China,China
It is the case both that the city of Dombivli is in Mozambique and that the city of Thane is in Indonesia.,0,The city of Dombivli is in Mozambique.,0,Dombivli,Mozambique,India,The city of Thane is in Indonesia.,0,Thane,Indonesia,India
It is the case both that the city of Harare is in Russia and that the city of Maoming is in Russia.,0,The city of Harare is in Russia.,0,Harare,Russian Federation,Zimbabwe,The city of Maoming is in Russia.,0,Maoming,Russian Federation,China
It is the case both that the city of Aktobe is in Uzbekistan and that the city of Bujumbura is in China.,0,The city of Aktobe is in Uzbekistan.,0,Aktobe,Uzbekistan,Kazakhstan,The city of Bujumbura is in China.,0,Bujumbura,China,Burundi
It is the case both that the city of Binzhou is in South Africa and that the city of E'zhou is in Malaysia.,0,The city of Binzhou is in South Africa.,0,Binzhou,South Africa,China,The city of E'zhou is in Malaysia.,0,E'zhou,Malaysia,China
It is the case both that the city of Indore is in China and that the city of Liaocheng is in Niger.,0,The city of Indore is in China.,0,Indore,China,India,The city of Liaocheng is in Niger.,0,Liaocheng,Niger,China
It is the case both that the city of Xining is in Côte d'Ivoire and that the city of Malang is in Cameroon.,0,The city of Xining is in Côte d'Ivoire.,0,Xining,Côte d'Ivoire,China,The city of Malang is in Cameroon.,0,Malang,Cameroon,Indonesia
It is the case both that the city of Gwalior is in South Korea and that the city of Bhilai is in China.,0,The city of Gwalior is in South Korea.,0,Gwalior,"Korea, Republic of",India,The city of Bhilai is in China.,0,Bhilai,China,India
It is the case both that the city of Feira de Santana is in China and that the city of Wenzhou is in Mauritania.,0,The city of Feira de Santana is in China.,0,Feira de Santana,China,Brazil,The city of Wenzhou is in Mauritania.,0,Wenzhou,Mauritania,China
It is the case both that the city of Krasnoyarsk is in Japan and that the city of Niamey is in Russia.,0,The city of Krasnoyarsk is in Japan.,0,Krasnoyarsk,Japan,Russian Federation,The city of Niamey is in Russia.,0,Niamey,Russian Federation,Niger
It is the case both that the city of Tangshan is in Nigeria and that the city of Pretoria is in Japan.,0,The city of Tangshan is in Nigeria.,0,Tangshan,Nigeria,China,The city of Pretoria is in Japan.,0,Pretoria,Japan,South Africa
It is the case both that the city of Ashgabat is in China and that the city of Marrakesh is in Ukraine.,0,The city of Ashgabat is in China.,0,Ashgabat,China,Turkmenistan,The city of Marrakesh is in Ukraine.,0,Marrakesh,Ukraine,Morocco
It is the case both that the city of Homyel' is in the Philippines and that the city of Irkutsk is in Iraq.,0,The city of Homyel' is in the Philippines.,0,Homyel',Philippines,Belarus,The city of Irkutsk is in Iraq.,0,Irkutsk,Iraq,Russian Federation
It is the case both that the city of Malatya is in India and that the city of Minsk is in China.,0,The city of Malatya is in India.,0,Malatya,India,Turkey,The city of Minsk is in China.,0,Minsk,China,Belarus
It is the case both that the city of Wanzhou is in Turkey and that the city of Manaus is in India.,0,The city of Wanzhou is in Turkey.,0,Wanzhou,Turkey,China,The city of Manaus is in India.,0,Manaus,India,Brazil
It is the case both that the city of Xiangtan is in Brazil and that the city of Shangrao is in Indonesia.,0,The city of Xiangtan is in Brazil.,0,Xiangtan,Brazil,China,The city of Shangrao is in Indonesia.,0,Shangrao,Indonesia,China
It is the case both that the city of Warri is in Thailand and that the city of Managua is in South Korea.,0,The city of Warri is in Thailand.,0,Warri,Thailand,Nigeria,The city of Managua is in South Korea.,0,Managua,"Korea, Republic of",Nicaragua
It is the case both that the city of Foshan is in Russia and that the city of Xuchang is in Italy.,0,The city of Foshan is in Russia.,0,Foshan,Russian Federation,China,The city of Xuchang is in Italy.,0,Xuchang,Italy,China
It is the case both that the city of Teresina is in China and that the city of Jos is in India.,0,The city of Teresina is in China.,0,Teresina,China,Brazil,The city of Jos is in India.,0,Jos,India,Nigeria
It is the case both that the city of Qom is in China and that the city of Luzhou is in Iraq.,0,The city of Qom is in China.,0,Qom,China,"Iran, Islamic Rep. of",The city of Luzhou is in Iraq.,0,Luzhou,Iraq,China
It is the case both that the city of Zhangjiakou is in Saudi Arabia and that the city of Suwon is in China.,0,The city of Zhangjiakou is in Saudi Arabia.,0,Zhangjiakou,Saudi Arabia,China,The city of Suwon is in China.,0,Suwon,China,"Korea, Republic of"
It is the case both that the city of Bloemfontein is in Brazil and that the city of Zibo is in India.,0,The city of Bloemfontein is in Brazil.,0,Bloemfontein,Brazil,South Africa,The city of Zibo is in India.,0,Zibo,India,China
It is the case both that the city of Xiamen is in Russia and that the city of Chaozhou is in India.,0,The city of Xiamen is in Russia.,0,Xiamen,Russian Federation,China,The city of Chaozhou is in India.,0,Chaozhou,India,China
It is the case both that the city of Minsk is in China and that the city of Belo Horizonte is in China.,0,The city of Minsk is in China.,0,Minsk,China,Belarus,The city of Belo Horizonte is in China.,0,Belo Horizonte,China,Brazil
It is the case both that the city of Erode is in Japan and that the city of Albuquerque is in the United Arab Emirates.,0,The city of Erode is in Japan.,0,Erode,Japan,India,The city of Albuquerque is in the United Arab Emirates.,0,Albuquerque,United Arab Emirates,United States
It is the case both that the city of Gwalior is in South Korea and that the city of Huzhou is in Moldova.,0,The city of Gwalior is in South Korea.,0,Gwalior,"Korea, Republic of",India,The city of Huzhou is in Moldova.,0,Huzhou,"Moldova, Republic of",China
It is the case both that the city of Bengaluru is in Mexico and that the city of Sao Jose dos Campos is in the United States.,0,The city of Bengaluru is in Mexico.,0,Bengaluru,Mexico,India,The city of Sao Jose dos Campos is in the United States.,0,Sao Jose dos Campos,United States,Brazil
It is the case both that the city of Tiruchirappalli is in China and that the city of Saint Petersburg is in Cuba.,0,The city of Tiruchirappalli is in China.,0,Tiruchirappalli,China,India,The city of Saint Petersburg is in Cuba.,0,Saint Petersburg,Cuba,Russian Federation
It is the case both that the city of Callao is in China and that the city of Jiamusi is in India.,0,The city of Callao is in China.,0,Callao,China,Peru,The city of Jiamusi is in India.,0,Jiamusi,India,China
It is the case both that the city of Cangzhou is in Ghana and that the city of Port Said is in Burundi.,0,The city of Cangzhou is in Ghana.,0,Cangzhou,Ghana,China,The city of Port Said is in Burundi.,0,Port Said,Burundi,Egypt
