statement,label,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case either that the city of Chizhou is in Vietnam or that the city of Ningbo is in Vietnam.,0,The city of Chizhou is in Vietnam.,0,Chizhou,Viet Nam,China,The city of Ningbo is in Vietnam.,0,Ningbo,Viet Nam,China
It is the case either that the city of Changde is in Argentina or that the city of Bekasi is in Uganda.,0,The city of Changde is in Argentina.,0,Changde,Argentina,China,The city of Bekasi is in Uganda.,0,Bekasi,Uganda,Indonesia
It is the case either that the city of Hanoi is in China or that the city of Ciudad Juarez is in Brazil.,0,The city of Hanoi is in China.,0,Hanoi,China,Viet Nam,The city of Ciudad Juarez is in Brazil.,0,Ciudad Juarez,Brazil,Mexico
It is the case either that the city of Niigata is in Russia or that the city of Bekasi is in Uganda.,0,The city of Niigata is in Russia.,0,Niigata,Russian Federation,Japan,The city of Bekasi is in Uganda.,0,Bekasi,Uganda,Indonesia
It is the case either that the city of Jiangmen is in Indonesia or that the city of Winnipeg is in Burundi.,0,The city of Jiangmen is in Indonesia.,0,Jiangmen,Indonesia,China,The city of Winnipeg is in Burundi.,0,Winnipeg,Burundi,Canada
"It is the case either that the city of Mianzhu, Deyang, Sichuan is in Mongolia or that the city of Bloemfontein is in Brazil.",0,"The city of Mianzhu, Deyang, Sichuan is in Mongolia.",0,"Mianzhu, Deyang, Sichuan",Mongolia,China,The city of Bloemfontein is in Brazil.,0,Bloemfontein,Brazil,South Africa
It is the case either that the city of Amritsar is in China or that the city of Wanning is in India.,0,The city of Amritsar is in China.,0,Amritsar,China,India,The city of Wanning is in India.,0,Wanning,India,China
It is the case either that the city of Kayseri is in South Korea or that the city of Salta is in Turkey.,0,The city of Kayseri is in South Korea.,0,Kayseri,"Korea, Republic of",Turkey,The city of Salta is in Turkey.,0,Salta,Turkey,Argentina
It is the case either that the city of Jambi City is in India or that the city of Goyang-si is in Japan.,0,The city of Jambi City is in India.,0,Jambi City,India,Indonesia,The city of Goyang-si is in Japan.,0,Goyang-si,Japan,"Korea, Republic of"
It is the case either that the city of Indianapolis is in Burundi or that the city of Uberlandia is in Nigeria.,0,The city of Indianapolis is in Burundi.,0,Indianapolis,Burundi,United States,The city of Uberlandia is in Nigeria.,0,Uberlandia,Nigeria,Brazil
It is the case either that the city of Yaroslavl is in Nigeria or that the city of Theni is in China.,0,The city of Yaroslavl is in Nigeria.,0,Yaroslavl,Nigeria,Russian Federation,The city of Theni is in China.,0,Theni,China,India
It is the case either that the city of Yiwu is in Brazil or that the city of Al Fayyum is in China.,0,The city of Yiwu is in Brazil.,0,Yiwu,Brazil,China,The city of Al Fayyum is in China.,0,Al Fayyum,China,Egypt
It is the case either that the city of Amritsar is in China or that the city of Mysore is in Brazil.,0,The city of Amritsar is in China.,0,Amritsar,China,India,The city of Mysore is in Brazil.,0,Mysore,Brazil,India
It is the case either that the city of Niigata is in Russia or that the city of Hohhot is in Colombia.,0,The city of Niigata is in Russia.,0,Niigata,Russian Federation,Japan,The city of Hohhot is in Colombia.,0,Hohhot,Colombia,China
It is the case either that the city of Zhanjiang is in Algeria or that the city of Khabarovsk Vtoroy is in Uganda.,0,The city of Zhanjiang is in Algeria.,0,Zhanjiang,Algeria,China,The city of Khabarovsk Vtoroy is in Uganda.,0,Khabarovsk Vtoroy,Uganda,Russian Federation
It is the case either that the city of Mudanjiang is in Brazil or that the city of Bhavnagar is in China.,0,The city of Mudanjiang is in Brazil.,0,Mudanjiang,Brazil,China,The city of Bhavnagar is in China.,0,Bhavnagar,China,India
It is the case either that the city of Solapur is in China or that the city of Yichang is in Russia.,0,The city of Solapur is in China.,0,Solapur,China,India,The city of Yichang is in Russia.,0,Yichang,Russian Federation,China
It is the case either that the city of Kunming is in Mexico or that the city of Xiangtan is in Brazil.,0,The city of Kunming is in Mexico.,0,Kunming,Mexico,China,The city of Xiangtan is in Brazil.,0,Xiangtan,Brazil,China
It is the case either that the city of Karbala is in China or that the city of Adana is in China.,0,The city of Karbala is in China.,0,Karbala,China,Iraq,The city of Adana is in China.,0,Adana,China,Turkey
It is the case either that the city of Madurai is in China or that the city of Porto Velho is in Poland.,0,The city of Madurai is in China.,0,Madurai,China,India,The city of Porto Velho is in Poland.,0,Porto Velho,Poland,Brazil
It is the case either that the city of Al Ahmadi is in China or that the city of Joao Pessoa is in Russia.,0,The city of Al Ahmadi is in China.,0,Al Ahmadi,China,Kuwait,The city of Joao Pessoa is in Russia.,0,Joao Pessoa,Russian Federation,Brazil
It is the case either that the city of Sangli is in Indonesia or that the city of Changchun is in Brazil.,0,The city of Sangli is in Indonesia.,0,Sangli,Indonesia,India,The city of Changchun is in Brazil.,0,Changchun,Brazil,China
It is the case either that the city of Kuala Lumpur is in Thailand or that the city of Bijie is in the Philippines.,0,The city of Kuala Lumpur is in Thailand.,0,Kuala Lumpur,Thailand,Malaysia,The city of Bijie is in the Philippines.,0,Bijie,Philippines,China
It is the case either that the city of Coyoacan is in Japan or that the city of Qujing is in Venezuela.,0,The city of Coyoacan is in Japan.,0,Coyoacan,Japan,Mexico,The city of Qujing is in Venezuela.,0,Qujing,"Venezuela, Bolivarian Rep. of",China
It is the case either that the city of Huainan is in India or that the city of E'zhou is in Malaysia.,0,The city of Huainan is in India.,0,Huainan,India,China,The city of E'zhou is in Malaysia.,0,E'zhou,Malaysia,China
It is the case either that the city of Benxi is in Pakistan or that the city of Maiduguri is in Belgium.,0,The city of Benxi is in Pakistan.,0,Benxi,Pakistan,China,The city of Maiduguri is in Belgium.,0,Maiduguri,Belgium,Nigeria
It is the case either that the city of Aktobe is in Uzbekistan or that the city of Adana is in China.,0,The city of Aktobe is in Uzbekistan.,0,Aktobe,Uzbekistan,Kazakhstan,The city of Adana is in China.,0,Adana,China,Turkey
It is the case either that the city of Cochin is in Saudi Arabia or that the city of Boumerdes is in China.,0,The city of Cochin is in Saudi Arabia.,0,Cochin,Saudi Arabia,India,The city of Boumerdes is in China.,0,Boumerdes,China,Algeria
It is the case either that the city of Ecatepec de Morelos is in Nigeria or that the city of Tlaquepaque is in Kyrgyzstan.,0,The city of Ecatepec de Morelos is in Nigeria.,0,Ecatepec de Morelos,Nigeria,Mexico,The city of Tlaquepaque is in Kyrgyzstan.,0,Tlaquepaque,Kyrgyzstan,Mexico
It is the case either that the city of Okayama is in Mexico or that the city of Barranquilla is in China.,0,The city of Okayama is in Mexico.,0,Okayama,Mexico,Japan,The city of Barranquilla is in China.,0,Barranquilla,China,Colombia
It is the case either that the city of Khabarovsk is in Mexico or that the city of Jaboatao dos Guararapes is in Russia.,0,The city of Khabarovsk is in Mexico.,0,Khabarovsk,Mexico,Russian Federation,The city of Jaboatao dos Guararapes is in Russia.,0,Jaboatao dos Guararapes,Russian Federation,Brazil
It is the case either that the city of Dar es Salaam is in Brazil or that the city of Winnipeg is in Burundi.,0,The city of Dar es Salaam is in Brazil.,0,Dar es Salaam,Brazil,"Tanzania, United Republic of",The city of Winnipeg is in Burundi.,0,Winnipeg,Burundi,Canada
It is the case either that the city of Quebec is in China or that the city of Bien Hoa is in Haiti.,0,The city of Quebec is in China.,0,Quebec,China,Canada,The city of Bien Hoa is in Haiti.,0,Bien Hoa,Haiti,Viet Nam
It is the case either that the city of Liaocheng is in Niger or that the city of Callao is in China.,0,The city of Liaocheng is in Niger.,0,Liaocheng,Niger,China,The city of Callao is in China.,0,Callao,China,Peru
It is the case either that the city of Tembisa is in India or that the city of Taguig is in India.,0,The city of Tembisa is in India.,0,Tembisa,India,South Africa,The city of Taguig is in India.,0,Taguig,India,Philippines
It is the case either that the city of Rostov-na-Donu is in China or that the city of Visakhapatnam is in China.,0,The city of Rostov-na-Donu is in China.,0,Rostov-na-Donu,China,Russian Federation,The city of Visakhapatnam is in China.,0,Visakhapatnam,China,India
It is the case either that the city of Tianshui is in Iraq or that the city of Yangquan is in Brazil.,0,The city of Tianshui is in Iraq.,0,Tianshui,Iraq,China,The city of Yangquan is in Brazil.,0,Yangquan,Brazil,China
It is the case either that the city of Maracaibo is in China or that the city of Ahmedabad is in Russia.,0,The city of Maracaibo is in China.,0,Maracaibo,China,"Venezuela, Bolivarian Rep. of",The city of Ahmedabad is in Russia.,0,Ahmedabad,Russian Federation,India
It is the case either that the city of Oyo is in Russia or that the city of Coyoacan is in Japan.,0,The city of Oyo is in Russia.,0,Oyo,Russian Federation,Nigeria,The city of Coyoacan is in Japan.,0,Coyoacan,Japan,Mexico
It is the case either that the city of Baghdad is in Malaysia or that the city of Jeddah is in India.,0,The city of Baghdad is in Malaysia.,0,Baghdad,Malaysia,Iraq,The city of Jeddah is in India.,0,Jeddah,India,Saudi Arabia
It is the case either that the city of Jilin is in Germany or that the city of Weihai is in Egypt.,0,The city of Jilin is in Germany.,0,Jilin,Germany,China,The city of Weihai is in Egypt.,0,Weihai,Egypt,China
It is the case either that the city of Al Mawsil al Jadidah is in Iran or that the city of Kinshasa is in Turkmenistan.,0,The city of Al Mawsil al Jadidah is in Iran.,0,Al Mawsil al Jadidah,"Iran, Islamic Rep. of",Iraq,The city of Kinshasa is in Turkmenistan.,0,Kinshasa,Turkmenistan,"Congo, Democratic Republic of the"
It is the case either that the city of Himeji is in Russia or that the city of Shihezi is in Mexico.,0,The city of Himeji is in Russia.,0,Himeji,Russian Federation,Japan,The city of Shihezi is in Mexico.,0,Shihezi,Mexico,China
It is the case either that the city of Kampung Baru Subang is in Pakistan or that the city of Fes is in Jamaica.,0,The city of Kampung Baru Subang is in Pakistan.,0,Kampung Baru Subang,Pakistan,Malaysia,The city of Fes is in Jamaica.,0,Fes,Jamaica,Morocco
It is the case either that the city of Sapporo is in India or that the city of Shiraz is in Bangladesh.,0,The city of Sapporo is in India.,0,Sapporo,India,Japan,The city of Shiraz is in Bangladesh.,0,Shiraz,Bangladesh,"Iran, Islamic Rep. of"
It is the case either that the city of Battagram is in Russia or that the city of Pikine is in China.,0,The city of Battagram is in Russia.,0,Battagram,Russian Federation,Pakistan,The city of Pikine is in China.,0,Pikine,China,Senegal
It is the case either that the city of Lubumbashi is in Cambodia or that the city of Hamhung is in India.,0,The city of Lubumbashi is in Cambodia.,0,Lubumbashi,Cambodia,"Congo, Democratic Republic of the",The city of Hamhung is in India.,0,Hamhung,India,"Korea, Dem. People's Rep. of"
It is the case either that the city of Al Hudaydah is in Egypt or that the city of Mogadishu is in Indonesia.,0,The city of Al Hudaydah is in Egypt.,0,Al Hudaydah,Egypt,Yemen,The city of Mogadishu is in Indonesia.,0,Mogadishu,Indonesia,Somalia
It is the case either that the city of Bagcilar is in Brazil or that the city of Vilnius is in Mexico.,0,The city of Bagcilar is in Brazil.,0,Bagcilar,Brazil,Turkey,The city of Vilnius is in Mexico.,0,Vilnius,Mexico,Lithuania
It is the case either that the city of Macapa is in Turkey or that the city of Chenzhou is in South Korea.,0,The city of Macapa is in Turkey.,0,Macapa,Turkey,Brazil,The city of Chenzhou is in South Korea.,0,Chenzhou,"Korea, Republic of",China
It is the case either that the city of Dongying is in Afghanistan or that the city of Kozhikode is in Mexico.,0,The city of Dongying is in Afghanistan.,0,Dongying,Afghanistan,China,The city of Kozhikode is in Mexico.,0,Kozhikode,Mexico,India
It is the case either that the city of Aguascalientes is in China or that the city of Puducherry is in China.,0,The city of Aguascalientes is in China.,0,Aguascalientes,China,Mexico,The city of Puducherry is in China.,0,Puducherry,China,India
It is the case either that the city of Omdurman is in Belarus or that the city of Libreville is in Pakistan.,0,The city of Omdurman is in Belarus.,0,Omdurman,Belarus,"Sudan, The Republic of",The city of Libreville is in Pakistan.,0,Libreville,Pakistan,Gabon
It is the case either that the city of Kakamega is in Colombia or that the city of Mumbai is in Nigeria.,0,The city of Kakamega is in Colombia.,0,Kakamega,Colombia,Kenya,The city of Mumbai is in Nigeria.,0,Mumbai,Nigeria,India
It is the case either that the city of Changshu is in South Africa or that the city of Kakamega is in Colombia.,0,The city of Changshu is in South Africa.,0,Changshu,South Africa,China,The city of Kakamega is in Colombia.,0,Kakamega,Colombia,Kenya
It is the case either that the city of Niigata is in Russia or that the city of Kozhikode is in Mexico.,0,The city of Niigata is in Russia.,0,Niigata,Russian Federation,Japan,The city of Kozhikode is in Mexico.,0,Kozhikode,Mexico,India
It is the case either that the city of Maputo is in Ukraine or that the city of Sao Paulo is in Mexico.,0,The city of Maputo is in Ukraine.,0,Maputo,Ukraine,Mozambique,The city of Sao Paulo is in Mexico.,0,Sao Paulo,Mexico,Brazil
It is the case either that the city of Sanming is in Venezuela or that the city of Lu'an is in Mauritania.,0,The city of Sanming is in Venezuela.,0,Sanming,"Venezuela, Bolivarian Rep. of",China,The city of Lu'an is in Mauritania.,0,Lu'an,Mauritania,China
It is the case either that the city of Kryvyy Rih is in China or that the city of Rohini is in Canada.,0,The city of Kryvyy Rih is in China.,0,Kryvyy Rih,China,Ukraine,The city of Rohini is in Canada.,0,Rohini,Canada,India
It is the case either that the city of Chiclayo is in India or that the city of Sarajevo is in China.,0,The city of Chiclayo is in India.,0,Chiclayo,India,Peru,The city of Sarajevo is in China.,0,Sarajevo,China,Bosnia and Herzegovina
It is the case either that the city of Oklahoma City is in China or that the city of Ganzhou is in Kenya.,0,The city of Oklahoma City is in China.,0,Oklahoma City,China,United States,The city of Ganzhou is in Kenya.,0,Ganzhou,Kenya,China
It is the case either that the city of Addis Ababa is in Latvia or that the city of Jiaxing is in Germany.,0,The city of Addis Ababa is in Latvia.,0,Addis Ababa,Latvia,Ethiopia,The city of Jiaxing is in Germany.,0,Jiaxing,Germany,China
It is the case either that the city of Novosibirsk is in China or that the city of Dubai is in China.,0,The city of Novosibirsk is in China.,0,Novosibirsk,China,Russian Federation,The city of Dubai is in China.,0,Dubai,China,United Arab Emirates
It is the case either that the city of Cheongju-si is in China or that the city of Krasnodar is in India.,0,The city of Cheongju-si is in China.,0,Cheongju-si,China,"Korea, Republic of",The city of Krasnodar is in India.,0,Krasnodar,India,Russian Federation
It is the case either that the city of Al Mahallah al Kubra is in Benin or that the city of Ludhiana is in China.,0,The city of Al Mahallah al Kubra is in Benin.,0,Al Mahallah al Kubra,Benin,Egypt,The city of Ludhiana is in China.,0,Ludhiana,China,India
It is the case either that the city of Indianapolis is in Burundi or that the city of Ajmer is in Saudi Arabia.,0,The city of Indianapolis is in Burundi.,0,Indianapolis,Burundi,United States,The city of Ajmer is in Saudi Arabia.,0,Ajmer,Saudi Arabia,India
It is the case either that the city of Kumasi is in Benin or that the city of Penza is in China.,0,The city of Kumasi is in Benin.,0,Kumasi,Benin,Ghana,The city of Penza is in China.,0,Penza,China,Russian Federation
It is the case either that the city of Gaziantep is in India or that the city of Zunyi is in Russia.,0,The city of Gaziantep is in India.,0,Gaziantep,India,Turkey,The city of Zunyi is in Russia.,0,Zunyi,Russian Federation,China
It is the case either that the city of Yongzhou is in Iran or that the city of Lome is in Senegal.,0,The city of Yongzhou is in Iran.,0,Yongzhou,"Iran, Islamic Rep. of",China,The city of Lome is in Senegal.,0,Lome,Senegal,Togo
It is the case either that the city of Lu'an is in Mauritania or that the city of Johannesburg is in Germany.,0,The city of Lu'an is in Mauritania.,0,Lu'an,Mauritania,China,The city of Johannesburg is in Germany.,0,Johannesburg,Germany,South Africa
It is the case either that the city of Anshun is in Cameroon or that the city of Jiaozhou is in Eritrea.,0,The city of Anshun is in Cameroon.,0,Anshun,Cameroon,China,The city of Jiaozhou is in Eritrea.,0,Jiaozhou,Eritrea,China
It is the case either that the city of Onitsha is in Zambia or that the city of Fort Worth is in Malaysia.,0,The city of Onitsha is in Zambia.,0,Onitsha,Zambia,Nigeria,The city of Fort Worth is in Malaysia.,0,Fort Worth,Malaysia,United States
It is the case either that the city of Cape Town is in Indonesia or that the city of Lanzhou is in Russia.,0,The city of Cape Town is in Indonesia.,0,Cape Town,Indonesia,South Africa,The city of Lanzhou is in Russia.,0,Lanzhou,Russian Federation,China
It is the case either that the city of Ahvaz is in the Philippines or that the city of Izmir is in Russia.,0,The city of Ahvaz is in the Philippines.,0,Ahvaz,Philippines,"Iran, Islamic Rep. of",The city of Izmir is in Russia.,0,Izmir,Russian Federation,Turkey
It is the case either that the city of Beira is in China or that the city of Rui'an is in Russia.,0,The city of Beira is in China.,0,Beira,China,Mozambique,The city of Rui'an is in Russia.,0,Rui'an,Russian Federation,China
It is the case either that the city of Cancun is in India or that the city of Dushanbe is in Zimbabwe.,0,The city of Cancun is in India.,0,Cancun,India,Mexico,The city of Dushanbe is in Zimbabwe.,0,Dushanbe,Zimbabwe,Tajikistan
It is the case either that the city of Fortaleza is in Turkey or that the city of Al Mawsil al Jadidah is in Iran.,0,The city of Fortaleza is in Turkey.,0,Fortaleza,Turkey,Brazil,The city of Al Mawsil al Jadidah is in Iran.,0,Al Mawsil al Jadidah,"Iran, Islamic Rep. of",Iraq
It is the case either that the city of Bahawalpur is in Mexico or that the city of Kashgar is in Poland.,0,The city of Bahawalpur is in Mexico.,0,Bahawalpur,Mexico,Pakistan,The city of Kashgar is in Poland.,0,Kashgar,Poland,China
It is the case either that the city of Mudanjiang is in Brazil or that the city of Hanzhong is in India.,0,The city of Mudanjiang is in Brazil.,0,Mudanjiang,Brazil,China,The city of Hanzhong is in India.,0,Hanzhong,India,China
It is the case either that the city of Helsinki is in Ecuador or that the city of Kemerovo is in Nigeria.,0,The city of Helsinki is in Ecuador.,0,Helsinki,Ecuador,Finland,The city of Kemerovo is in Nigeria.,0,Kemerovo,Nigeria,Russian Federation
It is the case either that the city of Rio de Janeiro is in the Dominican Republic or that the city of E'zhou is in Malaysia.,0,The city of Rio de Janeiro is in the Dominican Republic.,0,Rio de Janeiro,Dominican Republic,Brazil,The city of E'zhou is in Malaysia.,0,E'zhou,Malaysia,China
It is the case either that the city of Incheon is in Armenia or that the city of Saint Petersburg is in Cuba.,0,The city of Incheon is in Armenia.,0,Incheon,Armenia,"Korea, Republic of",The city of Saint Petersburg is in Cuba.,0,Saint Petersburg,Cuba,Russian Federation
It is the case either that the city of Kryvyy Rih is in China or that the city of Fort Worth is in Malaysia.,0,The city of Kryvyy Rih is in China.,0,Kryvyy Rih,China,Ukraine,The city of Fort Worth is in Malaysia.,0,Fort Worth,Malaysia,United States
It is the case either that the city of Tijuana is in Argentina or that the city of Ludhiana is in China.,0,The city of Tijuana is in Argentina.,0,Tijuana,Argentina,Mexico,The city of Ludhiana is in China.,0,Ludhiana,China,India
It is the case either that the city of Cochin is in Saudi Arabia or that the city of Rahim Yar Khan is in Japan.,0,The city of Cochin is in Saudi Arabia.,0,Cochin,Saudi Arabia,India,The city of Rahim Yar Khan is in Japan.,0,Rahim Yar Khan,Japan,Pakistan
It is the case either that the city of Guigang is in Indonesia or that the city of Nasiriyah is in Mexico.,0,The city of Guigang is in Indonesia.,0,Guigang,Indonesia,China,The city of Nasiriyah is in Mexico.,0,Nasiriyah,Mexico,Iraq
It is the case either that the city of Kota Kinabalu is in China or that the city of Orumiyeh is in China.,0,The city of Kota Kinabalu is in China.,0,Kota Kinabalu,China,Malaysia,The city of Orumiyeh is in China.,0,Orumiyeh,China,"Iran, Islamic Rep. of"
It is the case either that the city of Ulhasnagar is in Germany or that the city of Orenburg is in Japan.,0,The city of Ulhasnagar is in Germany.,0,Ulhasnagar,Germany,India,The city of Orenburg is in Japan.,0,Orenburg,Japan,Russian Federation
It is the case either that the city of Yangon is in China or that the city of Giza is in China.,0,The city of Yangon is in China.,0,Yangon,China,Myanmar,The city of Giza is in China.,0,Giza,China,Egypt
It is the case either that the city of Ha'il is in Venezuela or that the city of Dnipro is in China.,0,The city of Ha'il is in Venezuela.,0,Ha'il,"Venezuela, Bolivarian Rep. of",Saudi Arabia,The city of Dnipro is in China.,0,Dnipro,China,Ukraine
It is the case either that the city of Tomsk is in Turkey or that the city of Aligarh is in Zambia.,0,The city of Tomsk is in Turkey.,0,Tomsk,Turkey,Russian Federation,The city of Aligarh is in Zambia.,0,Aligarh,Zambia,India
It is the case either that the city of Khabarovsk is in Mexico or that the city of Liupanshui is in Yemen.,0,The city of Khabarovsk is in Mexico.,0,Khabarovsk,Mexico,Russian Federation,The city of Liupanshui is in Yemen.,0,Liupanshui,Yemen,China
It is the case either that the city of Kharkiv is in China or that the city of Huainan is in India.,0,The city of Kharkiv is in China.,0,Kharkiv,China,Ukraine,The city of Huainan is in India.,0,Huainan,India,China
It is the case either that the city of Baise is in Italy or that the city of Shizuoka is in Indonesia.,0,The city of Baise is in Italy.,0,Baise,Italy,China,The city of Shizuoka is in Indonesia.,0,Shizuoka,Indonesia,Japan
It is the case either that the city of Mysore is in Brazil or that the city of Juiz de Fora is in Jordan.,0,The city of Mysore is in Brazil.,0,Mysore,Brazil,India,The city of Juiz de Fora is in Jordan.,0,Juiz de Fora,Jordan,Brazil
It is the case either that the city of Oklahoma City is in China or that the city of Porto Alegre is in the Democratic Republic of the Congo.,0,The city of Oklahoma City is in China.,0,Oklahoma City,China,United States,The city of Porto Alegre is in the Democratic Republic of the Congo.,0,Porto Alegre,"Congo, Democratic Republic of the",Brazil
It is the case either that the city of Xingtai is in Turkey or that the city of Tebessa is in India.,0,The city of Xingtai is in Turkey.,0,Xingtai,Turkey,China,The city of Tebessa is in India.,0,Tebessa,India,Algeria
It is the case either that the city of Port Harcourt is in Morocco or that the city of Victoria de Durango is in the Philippines.,0,The city of Port Harcourt is in Morocco.,0,Port Harcourt,Morocco,Nigeria,The city of Victoria de Durango is in the Philippines.,0,Victoria de Durango,Philippines,Mexico
It is the case either that the city of Cape Town is in Indonesia or that the city of Nanded is in Paraguay.,0,The city of Cape Town is in Indonesia.,0,Cape Town,Indonesia,South Africa,The city of Nanded is in Paraguay.,0,Nanded,Paraguay,India
It is the case either that the city of Brasilia is in Iraq or that the city of Aleppo is in Venezuela.,0,The city of Brasilia is in Iraq.,0,Brasilia,Iraq,Brazil,The city of Aleppo is in Venezuela.,0,Aleppo,"Venezuela, Bolivarian Rep. of",Syrian Arab Republic
It is the case either that the city of Cape Town is in Indonesia or that the city of Hannover is in India.,0,The city of Cape Town is in Indonesia.,0,Cape Town,Indonesia,South Africa,The city of Hannover is in India.,0,Hannover,India,Germany
It is the case either that the city of Tangerang is in China or that the city of Bangkok is in Benin.,0,The city of Tangerang is in China.,0,Tangerang,China,Indonesia,The city of Bangkok is in Benin.,0,Bangkok,Benin,Thailand
It is the case either that the city of Najafgarh is in China or that the city of Hachioji is in China.,0,The city of Najafgarh is in China.,0,Najafgarh,China,India,The city of Hachioji is in China.,0,Hachioji,China,Japan
It is the case either that the city of Chennai is in China or that the city of Shangyu is in Syria.,0,The city of Chennai is in China.,0,Chennai,China,India,The city of Shangyu is in Syria.,0,Shangyu,Syrian Arab Republic,China
It is the case either that the city of Bhubaneswar is in China or that the city of Coyoacan is in Japan.,0,The city of Bhubaneswar is in China.,0,Bhubaneswar,China,India,The city of Coyoacan is in Japan.,0,Coyoacan,Japan,Mexico
It is the case either that the city of Changshu is in South Africa or that the city of Baotou is in India.,0,The city of Changshu is in South Africa.,0,Changshu,South Africa,China,The city of Baotou is in India.,0,Baotou,India,China
It is the case either that the city of Kathmandu is in Iran or that the city of Maoming is in Russia.,0,The city of Kathmandu is in Iran.,0,Kathmandu,"Iran, Islamic Rep. of",Nepal,The city of Maoming is in Russia.,0,Maoming,Russian Federation,China
It is the case either that the city of Dubai is in China or that the city of Petaling Jaya is in Iran.,0,The city of Dubai is in China.,0,Dubai,China,United Arab Emirates,The city of Petaling Jaya is in Iran.,0,Petaling Jaya,"Iran, Islamic Rep. of",Malaysia
It is the case either that the city of Perm is in India or that the city of Laiwu is in Indonesia.,0,The city of Perm is in India.,0,Perm,India,Russian Federation,The city of Laiwu is in Indonesia.,0,Laiwu,Indonesia,China
It is the case either that the city of Porto Alegre is in the Democratic Republic of the Congo or that the city of Bujumbura is in China.,0,The city of Porto Alegre is in the Democratic Republic of the Congo.,0,Porto Alegre,"Congo, Democratic Republic of the",Brazil,The city of Bujumbura is in China.,0,Bujumbura,China,Burundi
It is the case either that the city of Cancun is in India or that the city of Penza is in China.,0,The city of Cancun is in India.,0,Cancun,India,Mexico,The city of Penza is in China.,0,Penza,China,Russian Federation
It is the case either that the city of Bouake is in Turkey or that the city of Benin City is in Russia.,0,The city of Bouake is in Turkey.,0,Bouake,Turkey,Côte d'Ivoire,The city of Benin City is in Russia.,0,Benin City,Russian Federation,Nigeria
It is the case either that the city of Hiroshima is in Mozambique or that the city of Ansan-si is in Sudan.,0,The city of Hiroshima is in Mozambique.,0,Hiroshima,Mozambique,Japan,The city of Ansan-si is in Sudan.,0,Ansan-si,"Sudan, The Republic of","Korea, Republic of"
It is the case either that the city of Shangyu is in Syria or that the city of Acapulco de Juarez is in Vietnam.,0,The city of Shangyu is in Syria.,0,Shangyu,Syrian Arab Republic,China,The city of Acapulco de Juarez is in Vietnam.,0,Acapulco de Juarez,Viet Nam,Mexico
It is the case either that the city of Thuan An is in China or that the city of Novokuznetsk is in Ukraine.,0,The city of Thuan An is in China.,0,Thuan An,China,Viet Nam,The city of Novokuznetsk is in Ukraine.,0,Novokuznetsk,Ukraine,Russian Federation
It is the case either that the city of Najran is in the Philippines or that the city of Zarqa is in the Philippines.,0,The city of Najran is in the Philippines.,0,Najran,Philippines,Saudi Arabia,The city of Zarqa is in the Philippines.,0,Zarqa,Philippines,Jordan
It is the case either that the city of Pikine is in China or that the city of Marrakesh is in Ukraine.,0,The city of Pikine is in China.,0,Pikine,China,Senegal,The city of Marrakesh is in Ukraine.,0,Marrakesh,Ukraine,Morocco
It is the case either that the city of San Luis Potosi is in Saudi Arabia or that the city of Dakar is in Zimbabwe.,0,The city of San Luis Potosi is in Saudi Arabia.,0,San Luis Potosi,Saudi Arabia,Mexico,The city of Dakar is in Zimbabwe.,0,Dakar,Zimbabwe,Senegal
It is the case either that the city of Chelyabinsk is in the Philippines or that the city of Luancheng is in Brazil.,0,The city of Chelyabinsk is in the Philippines.,0,Chelyabinsk,Philippines,Russian Federation,The city of Luancheng is in Brazil.,0,Luancheng,Brazil,China
It is the case either that the city of Izhevsk is in Brazil or that the city of Seongnam-si is in China.,0,The city of Izhevsk is in Brazil.,0,Izhevsk,Brazil,Russian Federation,The city of Seongnam-si is in China.,0,Seongnam-si,China,"Korea, Republic of"
It is the case either that the city of Fukuoka is in the United States or that the city of Benin City is in Russia.,0,The city of Fukuoka is in the United States.,0,Fukuoka,United States,Japan,The city of Benin City is in Russia.,0,Benin City,Russian Federation,Nigeria
It is the case either that the city of Ahvaz is in the Philippines or that the city of Hohhot is in Colombia.,0,The city of Ahvaz is in the Philippines.,0,Ahvaz,Philippines,"Iran, Islamic Rep. of",The city of Hohhot is in Colombia.,0,Hohhot,Colombia,China
It is the case either that the city of Helsinki is in Ecuador or that the city of Hefei is in the Dominican Republic.,0,The city of Helsinki is in Ecuador.,0,Helsinki,Ecuador,Finland,The city of Hefei is in the Dominican Republic.,0,Hefei,Dominican Republic,China
It is the case either that the city of Bhayandar is in Bangladesh or that the city of Longyan is in Venezuela.,0,The city of Bhayandar is in Bangladesh.,0,Bhayandar,Bangladesh,India,The city of Longyan is in Venezuela.,0,Longyan,"Venezuela, Bolivarian Rep. of",China
It is the case either that the city of Harare is in Russia or that the city of Sao Bernardo do Campo is in China.,0,The city of Harare is in Russia.,0,Harare,Russian Federation,Zimbabwe,The city of Sao Bernardo do Campo is in China.,0,Sao Bernardo do Campo,China,Brazil
It is the case either that the city of Maracaibo is in China or that the city of Peshawar is in Paraguay.,0,The city of Maracaibo is in China.,0,Maracaibo,China,"Venezuela, Bolivarian Rep. of",The city of Peshawar is in Paraguay.,0,Peshawar,Paraguay,Pakistan
